"","date","area_name","area_code","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline"
"3734","2020-03-02","Enfield","E09000010",5,6,22,-6,1,0
"3735","2020-03-03","Enfield","E09000010",1,6,10,-4,1,0
"3736","2020-03-04","Enfield","E09000010",2,6,4,0,2,0
"3737","2020-03-05","Enfield","E09000010",-6,1,-14,-8,1,1
"3738","2020-03-06","Enfield","E09000010",2,10,29,3,3,0
"3739","2020-03-07","Enfield","E09000010",-1,6,15,0,2,0
"3740","2020-03-08","Enfield","E09000010",0,7,7,-2,2,0
"3741","2020-03-09","Enfield","E09000010",2,9,14,-6,1,0
"3742","2020-03-10","Enfield","E09000010",0,11,6,-3,0,1
"3743","2020-03-11","Enfield","E09000010",1,14,22,-9,1,1
"3744","2020-03-12","Enfield","E09000010",-1,20,8,-11,-1,2
"3745","2020-03-13","Enfield","E09000010",-3,20,5,-10,-3,3
"3746","2020-03-14","Enfield","E09000010",-8,17,3,-14,-1,4
"3747","2020-03-15","Enfield","E09000010",-17,13,-13,-18,-4,4
"3748","2020-03-16","Enfield","E09000010",1,27,51,-17,-10,5
"3749","2020-03-17","Enfield","E09000010",-9,26,13,-27,-17,9
"3750","2020-03-18","Enfield","E09000010",-11,41,15,-32,-24,12
"3751","2020-03-19","Enfield","E09000010",-9,43,-10,-31,-30,13
"3752","2020-03-20","Enfield","E09000010",-22,13,12,-34,-32,16
"3753","2020-03-21","Enfield","E09000010",-44,-2,28,-40,-29,13
"3754","2020-03-22","Enfield","E09000010",-56,-13,36,-42,-35,11
"3755","2020-03-23","Enfield","E09000010",-41,-9,28,-50,-50,21
"3756","2020-03-24","Enfield","E09000010",-65,-20,19,-60,-61,27
"3757","2020-03-25","Enfield","E09000010",-68,-26,24,-65,-66,29
"3758","2020-03-26","Enfield","E09000010",-69,-27,27,-66,-68,30
"3759","2020-03-27","Enfield","E09000010",-71,-30,9,-65,-67,31
"3760","2020-03-28","Enfield","E09000010",-78,-39,-31,-66,-58,22
"3761","2020-03-29","Enfield","E09000010",-83,-46,-43,-67,-58,17
"3762","2020-03-30","Enfield","E09000010",-69,-32,-15,-67,-70,29
"3763","2020-03-31","Enfield","E09000010",-69,-29,2,-67,-70,30
"3764","2020-04-01","Enfield","E09000010",-70,-32,-2,-70,-71,31
"3765","2020-04-02","Enfield","E09000010",-69,-31,10,-69,-71,31
"3766","2020-04-03","Enfield","E09000010",-70,-31,11,-65,-70,32
"3767","2020-04-04","Enfield","E09000010",-75,-35,9,-62,-58,21
"3768","2020-04-05","Enfield","E09000010",-79,-39,13,-59,-56,16
"3769","2020-04-06","Enfield","E09000010",-68,-30,9,-67,-70,29
"3770","2020-04-07","Enfield","E09000010",-67,-29,34,-66,-71,30
"3771","2020-04-08","Enfield","E09000010",-67,-27,24,-67,-70,30
"3772","2020-04-09","Enfield","E09000010",-63,-21,32,-65,-71,30
"3773","2020-04-10","Enfield","E09000010",-72,-32,28,-68,-79,34
"3774","2020-04-11","Enfield","E09000010",-75,-33,6,-61,-58,21
"3775","2020-04-12","Enfield","E09000010",-85,-62,-8,-61,-59,17
"3776","2020-04-13","Enfield","E09000010",-74,-40,9,-76,-82,34
"3777","2020-04-14","Enfield","E09000010",-64,-27,21,-65,-70,29
"3778","2020-04-15","Enfield","E09000010",-64,-26,34,-66,-69,30
"3779","2020-04-16","Enfield","E09000010",-65,-24,24,-65,-69,30
"3780","2020-04-17","Enfield","E09000010",-67,-29,-10,-64,-68,31
"3781","2020-04-18","Enfield","E09000010",-73,-33,-15,-61,-53,21
"3782","2020-04-19","Enfield","E09000010",-77,-39,28,-57,-52,16
"3783","2020-04-20","Enfield","E09000010",-62,-28,49,-64,-67,28
"3784","2020-04-21","Enfield","E09000010",-63,-26,46,-63,-67,29
"3785","2020-04-22","Enfield","E09000010",-62,-26,56,-64,-66,29
"3786","2020-04-23","Enfield","E09000010",-61,-24,67,-62,-67,29
"3787","2020-04-24","Enfield","E09000010",-62,-24,51,-59,-65,30
"3788","2020-04-25","Enfield","E09000010",-69,-30,22,-56,-52,20
"3789","2020-04-26","Enfield","E09000010",-72,-33,45,-51,-49,15
"3790","2020-04-27","Enfield","E09000010",-59,-27,44,-62,-65,26
"3791","2020-04-28","Enfield","E09000010",-67,-34,-44,-67,-67,30
"3792","2020-04-29","Enfield","E09000010",-62,-24,-8,-64,-66,29
"3793","2020-04-30","Enfield","E09000010",-65,-26,-8,-65,-65,29
"3794","2020-05-01","Enfield","E09000010",-64,-25,-14,-61,-64,29
"3795","2020-05-02","Enfield","E09000010",-67,-25,38,-52,-48,18
"3796","2020-05-03","Enfield","E09000010",-73,-33,10,-55,-46,15
"3797","2020-05-04","Enfield","E09000010",-58,-22,70,-58,-63,26
"3798","2020-05-05","Enfield","E09000010",-58,-19,51,-59,-64,27
"3799","2020-05-06","Enfield","E09000010",-58,-18,69,-59,-62,27
"3800","2020-05-07","Enfield","E09000010",-57,-12,77,-57,-63,26
"3801","2020-05-08","Enfield","E09000010",-64,-22,92,-60,-74,31
"3802","2020-05-09","Enfield","E09000010",-67,-23,71,-49,-47,17
"3803","2020-05-10","Enfield","E09000010",-74,-34,-17,-57,-44,15
"3804","2020-05-11","Enfield","E09000010",-56,-20,18,-59,-62,25
"3805","2020-05-12","Enfield","E09000010",-56,-18,47,-57,-61,26
"3806","2020-05-13","Enfield","E09000010",-58,-21,26,-60,-61,27
"3807","2020-05-14","Enfield","E09000010",-56,-16,62,-56,-62,26
"3808","2020-05-15","Enfield","E09000010",-56,-15,84,-51,-59,26
"3809","2020-05-16","Enfield","E09000010",-64,-20,55,-47,-43,17
"3810","2020-05-17","Enfield","E09000010",-66,-23,79,-43,-39,12
"3811","2020-05-18","Enfield","E09000010",-51,-14,132,-51,-59,23
"3812","2020-05-19","Enfield","E09000010",-52,-11,131,-51,-59,23
"3813","2020-05-20","Enfield","E09000010",-53,-10,132,-53,-58,24
"3814","2020-05-21","Enfield","E09000010",-52,-9,110,-52,-59,24
"3815","2020-05-22","Enfield","E09000010",-53,-10,78,-48,-56,24
"3816","2020-05-23","Enfield","E09000010",-61,-17,37,-45,-38,15
"3817","2020-05-24","Enfield","E09000010",-64,-20,83,-38,-36,10
"3818","2020-05-25","Enfield","E09000010",-56,-18,255,-56,-75,24
"3819","2020-05-26","Enfield","E09000010",-50,-10,116,-50,-57,22
"3820","2020-05-27","Enfield","E09000010",-51,-10,120,-50,-56,23
"3821","2020-05-28","Enfield","E09000010",-49,-7,136,-49,-57,23
"3822","2020-05-29","Enfield","E09000010",-51,-7,124,-45,-55,22
"3823","2020-05-30","Enfield","E09000010",-59,-12,109,-37,-29,12
"3824","2020-05-31","Enfield","E09000010",-62,-16,104,-35,-27,9
"3825","2020-06-01","Enfield","E09000010",-42,-6,137,-46,-53,20
"3826","2020-06-02","Enfield","E09000010",-45,-9,130,-47,-53,20
"3827","2020-06-03","Enfield","E09000010",-48,-14,32,-51,-53,22
"3828","2020-06-04","Enfield","E09000010",-46,-10,54,-50,-53,22
"3829","2020-06-05","Enfield","E09000010",-50,-13,32,-47,-51,23
"3830","2020-06-06","Enfield","E09000010",-58,-19,-12,-44,-32,15
"3831","2020-06-07","Enfield","E09000010",-59,-17,32,-41,-29,11
"3832","2020-06-08","Enfield","E09000010",-41,-9,82,-46,-51,20
"3833","2020-06-09","Enfield","E09000010",-44,-10,105,-46,-51,20
"3834","2020-06-10","Enfield","E09000010",-47,-14,-2,-52,-52,23
"3835","2020-06-11","Enfield","E09000010",-43,-10,49,-50,-51,22
"3836","2020-06-12","Enfield","E09000010",-45,-10,45,-46,-49,22
"3837","2020-06-13","Enfield","E09000010",-51,-10,118,-34,-23,11
"3838","2020-06-14","Enfield","E09000010",-56,-14,114,-34,-22,8
"3839","2020-06-15","Enfield","E09000010",-32,-8,119,-43,-50,18
"3840","2020-06-16","Enfield","E09000010",-36,-8,97,-45,-50,19
"3841","2020-06-17","Enfield","E09000010",-39,-11,58,-48,-50,20
"3842","2020-06-18","Enfield","E09000010",-40,-7,40,-50,-51,21
"3843","2020-06-19","Enfield","E09000010",-39,-7,49,-44,-48,20
"3844","2020-06-20","Enfield","E09000010",-46,-7,97,-33,-19,9
"3845","2020-06-21","Enfield","E09000010",-51,-14,67,-34,-17,8
"3846","2020-06-22","Enfield","E09000010",-32,-6,157,-42,-50,17
"3847","2020-06-23","Enfield","E09000010",-36,-4,131,-43,-50,18
"3848","2020-06-24","Enfield","E09000010",-38,-3,122,-44,-48,18
"3849","2020-06-25","Enfield","E09000010",-39,-1,130,-43,-49,17
"3850","2020-06-26","Enfield","E09000010",-40,-3,100,-38,-48,18
"3851","2020-06-27","Enfield","E09000010",-47,-11,20,-37,-24,11
"3852","2020-06-28","Enfield","E09000010",-51,-14,40,-36,-19,8
"3853","2020-06-29","Enfield","E09000010",-30,-6,83,-41,-48,17
"3854","2020-06-30","Enfield","E09000010",-34,-8,52,-43,-48,18
"3855","2020-07-01","Enfield","E09000010",-34,-9,76,-46,-47,18
"3856","2020-07-02","Enfield","E09000010",-35,-10,45,-45,-49,18
"3857","2020-07-03","Enfield","E09000010",-35,-6,78,-39,-46,17
"3858","2020-07-04","Enfield","E09000010",-38,-13,38,-29,-19,8
"3859","2020-07-05","Enfield","E09000010",-40,-15,90,-26,-17,6
"3860","2020-07-06","Enfield","E09000010",-25,-9,97,-41,-49,16
"3861","2020-07-07","Enfield","E09000010",-29,-12,59,-44,-49,17
"3862","2020-07-08","Enfield","E09000010",-31,-13,26,-47,-47,18
"3863","2020-07-09","Enfield","E09000010",-31,-11,12,-45,-48,18
"3864","2020-07-10","Enfield","E09000010",-28,-8,79,-36,-45,15
"3865","2020-07-11","Enfield","E09000010",-36,-13,79,-29,-16,6
"3866","2020-07-12","Enfield","E09000010",-40,-15,110,-25,-14,4
"3867","2020-07-13","Enfield","E09000010",-23,-10,111,-41,-47,15
"3868","2020-07-14","Enfield","E09000010",-26,-10,80,-42,-47,15
"3869","2020-07-15","Enfield","E09000010",-26,-12,55,-45,-46,16
"3870","2020-07-16","Enfield","E09000010",-24,-8,92,-42,-46,15
"3871","2020-07-17","Enfield","E09000010",-26,-9,110,-37,-44,13
"3872","2020-07-18","Enfield","E09000010",-33,-14,94,-28,-14,5
"3873","2020-07-19","Enfield","E09000010",-37,-19,45,-31,-15,5
"3874","2020-07-20","Enfield","E09000010",-16,-8,132,-39,-47,14
"3875","2020-07-21","Enfield","E09000010",-21,-10,108,-42,-48,14
"3876","2020-07-22","Enfield","E09000010",-21,-11,106,-43,-47,15
"3877","2020-07-23","Enfield","E09000010",-22,-10,110,-42,-48,15
"3878","2020-07-24","Enfield","E09000010",-25,-12,86,-39,-46,14
"3879","2020-07-25","Enfield","E09000010",-34,-19,1,-33,-18,7
"3880","2020-07-26","Enfield","E09000010",-34,-19,57,-29,-13,4
"3881","2020-07-27","Enfield","E09000010",-21,-14,21,-46,-51,15
"3882","2020-07-28","Enfield","E09000010",-18,-11,97,-40,-50,14
"3883","2020-07-29","Enfield","E09000010",-22,-12,106,-42,-49,14
"3884","2020-07-30","Enfield","E09000010",-19,-5,109,-39,-50,14
"3885","2020-07-31","Enfield","E09000010",-26,-11,75,-37,-49,11
"3886","2020-08-01","Enfield","E09000010",-33,-16,72,-30,-17,4
"3887","2020-08-02","Enfield","E09000010",-34,-18,88,-26,-12,2
"3888","2020-08-03","Enfield","E09000010",-12,-11,98,-42,-50,13
"3889","2020-08-04","Enfield","E09000010",-13,-13,93,-42,-50,13
"3890","2020-08-05","Enfield","E09000010",-13,-13,82,-44,-49,14
"3891","2020-08-06","Enfield","E09000010",-18,-9,99,-42,-49,14
"3892","2020-08-07","Enfield","E09000010",-26,-11,67,-41,-48,13
"3893","2020-08-08","Enfield","E09000010",-33,-17,56,-31,-19,4
"3894","2020-08-09","Enfield","E09000010",-34,-18,74,-28,-13,2
"3895","2020-08-10","Enfield","E09000010",-12,-11,87,-42,-51,12
"3896","2020-08-11","Enfield","E09000010",-15,-12,79,-44,-51,13
"3897","2020-08-12","Enfield","E09000010",-16,-12,60,-46,-49,14
"3898","2020-08-13","Enfield","E09000010",-22,-11,55,-45,-50,14
"3899","2020-08-14","Enfield","E09000010",-26,-16,0,-45,-48,14
"3900","2020-08-15","Enfield","E09000010",-32,-20,-1,-36,-18,6
"3901","2020-08-16","Enfield","E09000010",-36,-21,10,-36,-13,4
"3902","2020-08-17","Enfield","E09000010",-13,-18,NA,-46,-50,13
"3903","2020-08-18","Enfield","E09000010",-12,-14,NA,-44,-48,13
"3904","2020-08-19","Enfield","E09000010",-19,-22,NA,-48,-49,14
"3905","2020-08-20","Enfield","E09000010",-15,-8,NA,-43,-48,12
"3906","2020-08-21","Enfield","E09000010",-22,-14,NA,-40,-47,12
"3907","2020-08-22","Enfield","E09000010",-28,-18,NA,-32,-14,4
"3908","2020-08-23","Enfield","E09000010",-32,-21,NA,-31,-11,2
"3909","2020-08-24","Enfield","E09000010",-5,-13,NA,-44,-48,11
"3910","2020-08-25","Enfield","E09000010",-11,-16,NA,-45,-50,13
"3911","2020-08-26","Enfield","E09000010",-5,-13,NA,-44,-46,11
"3912","2020-08-27","Enfield","E09000010",-19,-13,NA,-45,-48,14
"3913","2020-08-28","Enfield","E09000010",-16,-10,NA,-40,-46,12
"3914","2020-08-29","Enfield","E09000010",-26,-16,NA,-34,-16,4
"3915","2020-08-30","Enfield","E09000010",-27,-15,NA,-26,-12,1
"3916","2020-08-31","Enfield","E09000010",-4,-21,NA,-53,-68,15
"3917","2020-09-01","Enfield","E09000010",-11,-8,NA,-39,-47,12
"3918","2020-09-02","Enfield","E09000010",-16,-11,NA,-42,-45,12
"3919","2020-09-03","Enfield","E09000010",-17,-10,NA,-41,-45,12
"3920","2020-09-04","Enfield","E09000010",-15,-10,NA,-36,-42,11
"3921","2020-09-05","Enfield","E09000010",-20,-11,NA,-27,-14,3
"3922","2020-09-06","Enfield","E09000010",-23,-9,NA,-25,-13,3
"3923","2020-09-07","Enfield","E09000010",-10,-7,NA,-34,-45,10
"3924","2020-09-08","Enfield","E09000010",-14,-7,NA,-32,-44,10
"3925","2020-09-09","Enfield","E09000010",-15,-9,NA,-33,-42,11
"3926","2020-09-10","Enfield","E09000010",-14,-3,NA,-32,-43,10
"3927","2020-09-11","Enfield","E09000010",-14,-6,61,-30,-39,9
"3928","2020-09-12","Enfield","E09000010",-20,-11,70,-28,-12,4
"3929","2020-09-13","Enfield","E09000010",-25,-10,88,-23,-11,1
"3930","2020-09-14","Enfield","E09000010",-11,-6,106,-33,-38,9
"3931","2020-09-15","Enfield","E09000010",-15,-8,86,-31,-37,10
"3932","2020-09-16","Enfield","E09000010",-17,-8,70,-34,-38,10
"3933","2020-09-17","Enfield","E09000010",-14,-7,73,-33,-38,10
"3934","2020-09-18","Enfield","E09000010",-14,-8,65,-29,-35,9
"3935","2020-09-19","Enfield","E09000010",-20,-13,70,-27,-12,4
"3936","2020-09-20","Enfield","E09000010",-25,-10,76,-25,-11,3
"3937","2020-09-21","Enfield","E09000010",-12,-6,92,-31,-39,9
